0,1,2,3
0.12033234,0.118387654,0.23312834,0.21948716
0.12832943,0.12666582,0.24022906,0.22239792
0.13593829,0.13490865,0.24725479,0.22549413
0.1428904,0.14212558,0.2537763,0.22822933
0.14964262,0.14934492,0.2602445,0.23108944
0.15629834,0.15694195,0.26704177,0.23436391
0.1632357,0.16483024,0.2738077,0.23748988
0.17127791,0.17316154,0.2809078,0.24034962
0.17690781,0.17907232,0.28583616,0.24234208
0.18045211,0.18305224,0.28914526,0.24378872
0.1821787,0.1858257,0.29201496,0.24568963
0.18179923,0.18598136,0.2926079,0.24627364
0.17896962,0.18370435,0.29113793,0.24612305
0.17485273,0.18011463,0.28845328,0.2454991
0.17146406,0.17665258,0.28612226,0.24491304
0.16866055,0.17368808,0.28398287,0.24423692
0.16577709,0.17087945,0.28186208,0.24369502
0.16422018,0.16872734,0.2800408,0.24274006
0.16489762,0.16876215,0.27941233,0.24183342
0.1642369,0.16835657,0.27864462,0.24147215
0.16191512,0.16639262,0.27692497,0.24089488
0.15943944,0.16428399,0.27488708,0.24015695
0.15796655,0.16316217,0.27367502,0.23982629
0.15727493,0.16246828,0.27269202,0.23926497
0.15626127,0.16160667,0.2715482,0.23877889
0.15467733,0.16035935,0.270378,0.23850083
0.15452534,0.16005439,0.27001595,0.23824653
0.15429413,0.15977237,0.2698905,0.23827827
0.15592954,0.16126096,0.2713408,0.23897153
0.15974817,0.16510978,0.27480954,0.24047011
0.16460553,0.16956201,0.27878192,0.24171364
0.17163527,0.17586184,0.28406614,0.24325654
0.17674059,0.1816828,0.28911498,0.24573562
0.17824921,0.18504554,0.29232186,0.24824598
0.17977145,0.18771675,0.29496133,0.25010237
0.18122813,0.19041684,0.2977635,0.25216576
0.18110168,0.19164538,0.29937506,0.25389102
0.1807634,0.19257206,0.3009683,0.25567335
0.17970595,0.19250381,0.30194116,0.25718093
0.17497012,0.18924922,0.30029574,0.25786892
0.17053631,0.1855093,0.2982391,0.2579651
0.16693807,0.1820082,0.29585034,0.25745067
0.1645822,0.18018395,0.29466254,0.25753346
0.16368645,0.17982212,0.2945672,0.25792035
0.16177642,0.17854506,0.29346687,0.25791007
0.16113213,0.17855793,0.2933262,0.2583241
0.16259497,0.18037254,0.29460752,0.25901937
0.16421351,0.18265617,0.29684463,0.26052168
0.16578013,0.18522546,0.29979485,0.26272184
0.1692299,0.19002181,0.30542994,0.2664796
0.17282909,0.19481501,0.31061906,0.26976064
0.1788837,0.20198154,0.3173228,0.27343127
0.186838,0.21223268,0.3270101,0.2791989
0.19607008,0.22328696,0.33673245,0.2842311
0.20680243,0.2360022,0.3478849,0.28989244
0.2184802,0.24969694,0.35984123,0.295943
0.23026592,0.26365495,0.37206978,0.30219325
0.24194634,0.27802628,0.38521916,0.30935234
0.25196996,0.291042,0.3974371,0.3163881
0.2599849,0.3021662,0.40804678,0.3228593
0.26398936,0.30949324,0.41522884,0.32795915
0.26382604,0.31144437,0.4174251,0.33015195
0.26184413,0.31063235,0.41678315,0.33047035
0.25924066,0.3079008,0.41365278,0.32863194
0.258138,0.30638063,0.41187382,0.32751444
0.25788218,0.30551657,0.41050935,0.32645044
0.25864086,0.30521134,0.4095993,0.32519904
0.25996283,0.3062093,0.41061872,0.3255568
0.26244384,0.3087667,0.41317642,0.32684994
0.267044,0.31352514,0.41735214,0.32874417
0.27386865,0.3215289,0.42423117,0.33227924
0.27958483,0.32982212,0.43117642,0.33657876
0.28432056,0.33707798,0.43656176,0.33988822
0.28874245,0.34373444,0.44141644,0.34281453
0.29149985,0.34764633,0.4444946,0.34460643
0.29402938,0.35196048,0.44781762,0.34691992
0.29685226,0.35706595,0.45232093,0.35028914
0.301022,0.36286777,0.4571374,0.35324645
0.30071443,0.36528912,0.45959812,0.3560217
0.2994219,0.36640468,0.46062952,0.3580151
0.2965364,0.36456087,0.45901293,0.35790673
0.2922047,0.36118042,0.45532614,0.35650292
0.28607735,0.35564724,0.44983763,0.35423696
0.27930093,0.34776762,0.44228607,0.35009515
0.2723497,0.33969483,0.43487036,0.3461909
0.26562408,0.33145863,0.42739856,0.34214878
0.25874975,0.32282147,0.42046577,0.3385985
0.25312275,0.31539303,0.41457963,0.335521
0.2497589,0.31107354,0.41109705,0.33369333
0.24530867,0.30604133,0.40670162,0.33164278
0.24315631,0.30354255,0.40432703,0.3304818
0.24327624,0.30323964,0.40385514,0.33001563
0.24101847,0.30038032,0.40128452,0.328429
0.23863387,0.2966119,0.3974706,0.3256441
0.23796946,0.29397175,0.3946271,0.32297888
0.2402913,0.2943722,0.39484894,0.32192668
0.2458798,0.29908678,0.39869106,0.323019
0.25264543,0.30545467,0.40392232,0.32490438
0.25950706,0.3127521,0.4100045,0.32753986
0.26799482,0.322239,0.4179508,0.33130422
0.27599743,0.33176842,0.42558157,0.33511183
0.2829186,0.34022558,0.43288976,0.33899593
0.29205662,0.35094136,0.44208288,0.3435523
0.30393627,0.36411554,0.45351237,0.34904075
0.3153069,0.37699816,0.4646592,0.3545032
0.3256714,0.38970664,0.47552222,0.36037615
0.33546343,0.40252715,0.4870106,0.36721283
0.34543106,0.4153685,0.49854308,0.37392816
0.35333607,0.42578596,0.5082777,0.3796283
0.35537452,0.42933154,0.5123774,0.3823876
0.3555438,0.4301743,0.51409435,0.38367248
0.35389343,0.4294511,0.51407653,0.3843077
0.34800616,0.42415488,0.51009107,0.38312024
0.33988672,0.41501522,0.5026022,0.37952727
0.33382747,0.4072591,0.49610096,0.3758763
0.33112764,0.4022687,0.4915946,0.37262186
0.33112314,0.3999018,0.48948896,0.37039554
0.33529177,0.40242934,0.4913062,0.37019366
0.34341332,0.41023856,0.4974367,0.37243068
0.34869468,0.4166624,0.5032405,0.37555093
0.35154805,0.42075676,0.5071205,0.37800628
0.35452262,0.4242347,0.51009464,0.37946683
0.3602591,0.4300304,0.51494205,0.38137463
0.3665672,0.43540305,0.5192259,0.38233653
0.3736346,0.4416005,0.5237345,0.38326335
0.37887925,0.4466344,0.5274032,0.38439447
0.38515446,0.45257515,0.5317166,0.38570255
0.39056322,0.45811874,0.53547496,0.3870103
0.39492857,0.4625737,0.5387191,0.3881836
0.40145358,0.46932042,0.5436875,0.38989207
0.40611857,0.47395623,0.54717964,0.3910041
0.40684897,0.47487944,0.54788154,0.39126047
0.40609303,0.47395658,0.5469751,0.39073065
0.40287313,0.47107142,0.5443935,0.38979214
0.39712998,0.46636248,0.5406596,0.38905266
0.39289844,0.4626267,0.537748,0.38837302
0.391133,0.46046817,0.5355227,0.38716993
0.39386657,0.46218622,0.5355694,0.38608226
0.39905006,0.4666127,0.53812027,0.3861753
0.40495673,0.47234207,0.54218996,0.38742447
0.4124239,0.4799139,0.54793763,0.38965237
0.42363727,0.49124974,0.55652285,0.39287964
0.43605134,0.50364435,0.56603855,0.39645755
0.44981912,0.51907766,0.5791265,0.40301368
0.46692112,0.53816515,0.5951144,0.41101536
0.48238668,0.5556078,0.6096568,0.4182772
0.49322274,0.5684431,0.6205628,0.42403492
0.4981828,0.5751567,0.62720865,0.42817
0.5017271,0.5802802,0.6327863,0.43190417
0.50351423,0.58320946,0.6361029,0.43425447
0.5001744,0.5807047,0.63469017,0.43424448
0.49268535,0.5725521,0.6287325,0.43147376
0.48596492,0.56438226,0.6225352,0.42819804
0.48074362,0.55728334,0.6167384,0.42471611
0.47549114,0.5500623,0.6102518,0.4207234
0.47724566,0.5500039,0.6089395,0.4187671
0.4835671,0.55475056,0.6115996,0.4185209
0.49472395,0.5628931,0.61656636,0.41798463
0.5023141,0.56685865,0.6174415,0.41482827
0.5061522,0.56812006,0.6168439,0.4120968
0.5076994,0.5679684,0.6156377,0.40996388
0.50969595,0.56956035,0.61681,0.41032574
0.5111914,0.5704312,0.6174204,0.4104955
0.5149265,0.57395303,0.61968744,0.41134152
0.5219571,0.58075213,0.6246748,0.413336
0.5283868,0.58670145,0.62889373,0.41476732
0.5362755,0.5953,0.6353152,0.41777688
0.5468416,0.6071431,0.6442205,0.422103
0.56246924,0.6246843,0.6580915,0.4289639
0.58045787,0.64426535,0.6735375,0.43624258
0.5997369,0.6650293,0.69025314,0.4441272
0.61313564,0.67991036,0.7024638,0.45019093
0.62647694,0.6942603,0.71447206,0.45609695
0.6377268,0.7065757,0.72464395,0.46118852
0.646795,0.7162794,0.7321343,0.46464205
0.6538832,0.72399354,0.7380316,0.46734336
0.6591789,0.7299525,0.74256694,0.46951926
0.66064227,0.7319857,0.7441863,0.47054198
0.6609723,0.7313806,0.74337626,0.46942118
0.6613047,0.72979295,0.7416389,0.4672045
0.66241586,0.72848284,0.73958594,0.4643654
0.66455376,0.7281389,0.7380558,0.4615617
0.6653762,0.7264012,0.7356968,0.45865253
0.66895145,0.72764957,0.7358521,0.45716593
0.6742636,0.7313725,0.73816234,0.4571959
0.68302447,0.7397823,0.74417984,0.45960173
0.69472384,0.75173444,0.7531722,0.4637975
0.7086849,0.76595217,0.7638258,0.4686321
0.72221136,0.78034186,0.7750919,0.47418845
0.73252267,0.79211354,0.7848733,0.47961342
0.7429923,0.80421,0.79501796,0.48540008
0.75469565,0.8180556,0.80637676,0.4919708
0.7646638,0.829966,0.8160981,0.49770445
0.7745025,0.8415149,0.82533246,0.50303954
0.782499,0.8515644,0.8333689,0.5080235
0.7891218,0.8600311,0.84029174,0.512474
0.7944551,0.8663916,0.8456904,0.5158144
0.79820037,0.87104076,0.84975606,0.518385
0.8023277,0.875388,0.8529019,0.5197665
0.80633014,0.87968284,0.8559089,0.52105397
0.8060695,0.8800856,0.8559746,0.5212789
0.80296504,0.87855566,0.8550635,0.5218578
0.79680413,0.8744296,0.8524303,0.5220506
0.78888357,0.8677238,0.84795916,0.5210105
0.7810397,0.8610562,0.8435153,0.51990896
0.7723304,0.8533365,0.83790785,0.51799816
0.76538277,0.84735954,0.83360714,0.5166914
0.7611084,0.84434223,0.8320582,0.51708716
0.7586107,0.8425543,0.83137006,0.51753825
0.759318,0.8437218,0.83282,0.51874566
0.7615508,0.84728414,0.8360218,0.5211988
0.76663345,0.8537466,0.84135085,0.52466065
0.7713204,0.8608525,0.8473139,0.5290498
0.7755457,0.86740667,0.8527248,0.5331001
0.7776174,0.871728,0.856593,0.5364344
0.77913857,0.87489784,0.8595999,0.5389914
0.7783112,0.8754462,0.86032385,0.5402241
0.7765718,0.87517744,0.8606813,0.5414978
0.7753364,0.8753646,0.8615443,0.54308105
0.77394545,0.8753782,0.86210614,0.54448617
0.7713387,0.8736921,0.86119163,0.5448187
0.76575416,0.86908996,0.8580345,0.544068
0.7622589,0.86560374,0.8553699,0.5427947
0.75978,0.86256945,0.85298085,0.5413075
0.7574187,0.86099684,0.8532617,0.5425604
0.757366,0.86088854,0.8544176,0.54366803
0.7595663,0.8628856,0.8571154,0.54532826
0.76104146,0.86530703,0.8616284,0.54911804
0.7588247,0.86495036,0.86436,0.55271816
0.7554774,0.86367667,0.8665568,0.55622697
0.75264955,0.8627732,0.868481,0.55915254
0.74842584,0.86042035,0.86902964,0.56124353
0.7438313,0.85726726,0.8681589,0.5621067
0.7395686,0.85401493,0.8665618,0.5622578
0.73843086,0.8539883,0.86723113,0.56354964
0.7361286,0.85308135,0.8672891,0.56487757
0.737,0.8554248,0.86967677,0.56733096
0.74234045,0.8598166,0.87310815,0.5686402
0.75043124,0.86714154,0.8786185,0.57071227
0.7599269,0.87589085,0.88540936,0.5734188
